University,University Short Name,Area,ACCS Coures Prefix,ACCS Course Number,ACCS Course Title,University Equivalent Course Prefix,University Equivalent Course Number,University Course Title,Univeristy Course Hours,Lab,Approved,Notes
University of Montevallo,UM,4,HIS,121,World History I,HIST,101,History of World Civilizations I,3,No,yes,
University of Montevallo,UM,4,HIS,122,World History II,HIST,102,History of World Civilizations II,3,No,yes,
University of Montevallo,UM,4,HIS,201,United States History I,HIST,211,U S History to 1865,3,No,yes,
University of Montevallo,UM,4,HIS,202,United States History II,HIST,212,U S Since 1865,3,No,yes,
University of Montevallo,UM,4,POL,200,Introduction to Political Science,Area IV Core,,,,,,
University of Montevallo,UM,4,POL,211,American National Government,POS,200,American National Government,3,No,yes,
University of Montevallo,UM,4,PSY,200,General Psychology,PSYC,201,Foundations in Psychology,3,No,yes,
University of Montevallo,UM,4,PSY,210,Human Growth & Development,PSYC,306,Lifespan Developmental Psychology,3,No,no,
University of Montevallo,UM,4,SOC,200,Introduction to Sociology,SOC,101,Introductory Sociology,3,No,no,
University of Montevallo,UM,4,SOC,210,Social Problems,SOC,240,Social Problems,3,No,yes,
University of Montevallo,UM,4,SPH,116,Introduction to Interpersonal Communication,COMS,141,Interpersonal Communication,3,No,no,
University of Montevallo,UM,5,AGP,130,Poultry Production,None,,,,,,
University of Montevallo,UM,5,AGP,152,Agricultural Equipment Repair and Maintenance,None,,,,,,
University of Montevallo,UM,5,AGR,200,Introduction to Animal Dairy Science,None,,,,,,
University of Montevallo,UM,5,ART,113,Drawing I,ART,112,Drawing Foundations,3,No,no,
University of Montevallo,UM,5,ART,114,Drawing II,ART,142,Digital Foundations,3,No,no,
University of Montevallo,UM,5,ART,121,Two-Dimensional Composition I,ART,122,Two-Dimensional Foundations,3,No,no,
University of Montevallo,UM,5,ART,127,Three-Dimensional Composition,ART,132,Three-Dimensional Foundations,3,No,no,
University of Montevallo,UM,5,ART,174,Photography II,Elective,,,,,,
University of Montevallo,UM,5,ART,221,Computer Graphics I,Elective,,,,,,
University of Montevallo,UM,5,ASL,101,American Sign Language I,ASL,200,American Sign Language I/Deaf Culture,3,No,no,
University of Montevallo,UM,5,ASL,102,American Sign Language II,ASL,205,American Sign Language II/Deaf Culture,3,No,no,
University of Montevallo,UM,5,ASL,103,American Sign Language III,Elective,,,,,,
University of Montevallo,UM,5,ASL,104,American Sign Language IV,Elective,,,,,,
University of Montevallo,UM,5,ASL,121,Deaf Culture,Elective,,,,,,
University of Montevallo,UM,5,ATM,211,Automated Mfg. Tech. Electronics,None,,,,,,
University of Montevallo,UM,5,BIO,201,Human Anatomy and Physiology I,BIO,201,Human Anatomy and Physiology I,4,Yes,no,
University of Montevallo,UM,5,BIO,202,Human Anatomy and Physiology II,BIO,202,Human Anatomy and Physiology II,4,Yes,no,
University of Montevallo,UM,5,BIO,206,Human Anatomy,BIO,341,Anatomy,4,Yes,no,
University of Montevallo,UM,5,BIO,207,Human Physiology,BIO,342,Physiology,4,Yes,no,
University of Montevallo,UM,5,BIO,220,General Microbiology,BIO,300,Microbiology,4,Yes,no,
University of Montevallo,UM,5,BUS,100,Introduction to Business,GB,100,Introduction to Business,3,No,no,
University of Montevallo,UM,5,BUS,146,Personal Finance,GB,270,Personal Finance,3,No,no,
University of Montevallo,UM,5,BUS,210,Introduction to Accounting,Elective,,,,,,
University of Montevallo,UM,5,BUS,215,Business Communication,Elective,,,,,,
University of Montevallo,UM,5,BUS,241,Principles of Accounting I,AC,221,Principles of Accounting I,3,No,no,
University of Montevallo,UM,5,BUS,242,Principles of Accounting II,AC,222,Principles of Accounting II,3,No,no,
University of Montevallo,UM,5,BUS,260,Statistical Data Analysis,Elective,,,,,,
University of Montevallo,UM,5,BUS,261,Business Law I,Elective,,,,,,
University of Montevallo,UM,5,BUS,263,Legal and Social Environment of Business,BL,283,Legal Environment of Business,3,No,no,
University of Montevallo,UM,5,BUS,271,Business Statistics I,QM,235,Quantitative Methods in Business I,3,No,no,
University of Montevallo,UM,5,BUS,272,Business Statistics II,QM,236,Quantitative Methods in Business II,3,No,no,
University of Montevallo,UM,5,BUS,275,Principles of Management,Elective,,,,,,
University of Montevallo,UM,5,BUS,285,Principles of Marketing,Elective,,,,,,
University of Montevallo,UM,5,CHD,201,Child Growth and Development Principles,Elective,,,,,,
University of Montevallo,UM,5,CHD,209,Infant and Toddler Education Programs,Elective,,,,,,
University of Montevallo,UM,5,CHM,221,Organic Chemistry I,CHEM,221,Organic Chemistry I,4,Yes,no,
University of Montevallo,UM,5,CHM,222,Organic Chemistry II,CHEM,222,Organic Chemistry II,4,Yes,no,
University of Montevallo,UM,5,CIS,130,Introduction to Information Systems,CS,161,Introduction to Computer Science,3,No,no,
University of Montevallo,UM,5,CIS,145,Advanced Web Page Development,None,,,,,,
University of Montevallo,UM,5,CIS,146,Microcomputer Applications,MIS,161,Introduction to Computers,3,No,no,
University of Montevallo,UM,5,CIS,147,Advanced Microcomputer Applications,Elective,,,,,,
University of Montevallo,UM,5,CIS,149,Introduction to Computers,MIS,161,Introduction to Computers,3,No,no,
University of Montevallo,UM,5,CIS,198,Web Page Development,None,,,,,,
University of Montevallo,UM,5,CIS,201,Introduction to Computer Programming Concepts,INFM,171,Social Informatics,3,No,no,
University of Montevallo,UM,5,CIS,202,Python Programming,CS,170,Introduction to Programming with Python,3,No,no,
University of Montevallo,UM,5,CIS,207,Introduction to Web Development,CS,364,Web Development,3,No,no,
University of Montevallo,UM,5,CIS,208,Intermediate to Web Development,INFM,347,Human Computer Interaction,3,No,no,
University of Montevallo,UM,5,CIS,212,Visual Basic,Elective,,,,,,
University of Montevallo,UM,5,CIS,213,Advanced Visual Basic Programming,Elective,,,,,,
University of Montevallo,UM,5,CIS,215,C# Programming,Elective,,,,,,
University of Montevallo,UM,5,CIS,231,FORTRAN Programming,Elective,,,,,,
University of Montevallo,UM,5,CIS,251,C++ Programming,INFM,245,Computer Programming I,3,No,no,
University of Montevallo,UM,5,CIS,252,Advanced C++ Programming,Elective,,,,,,
University of Montevallo,UM,5,CIS,255,Java Programming,CS,270,Object-Oriented Programming,3,No,no,
University of Montevallo,UM,5,CIS,256,Advanced Java,INFM,246,Computer Programming II,3,No,no,
University of Montevallo,UM,5,CIS,276,Server Administration,CYBR,250,Operating Systems and Administration,3,No,no,
University of Montevallo,UM,5,CIS,277,Network Services Administration,CYBR,251,Computer Networking & Distributed Computing,3,No,no,
University of Montevallo,UM,5,CIS,279,Network Infrastructure Design,CYBR,251,Computer Networking & Distributed Computing,3,No,no,
University of Montevallo,UM,5,CIS,280,Network Security,CYBR,350,Computer and Network Security,3,No,no,
University of Montevallo,UM,5,CIS,282,Computer Forensics,CYBR,351,Digital Forensics,3,No,no,
University of Montevallo,UM,5,CIS,285,Object Oriented Programming,INFM,246,Computer Programming II,3,No,no,
University of Montevallo,UM,5,CRJ,100,Introduction to Criminal Justice,Elective,,,,,,
University of Montevallo,UM,5,CRJ,110,Introduction to Law Enforcement,Elective,,,,,,
University of Montevallo,UM,5,CRJ,150,Introduction to Corrections,Elective,,,,,,
University of Montevallo,UM,5,CRJ,160,Introduction to Security,None,,,,,,
University of Montevallo,UM,5,CUA,101,Orientation to the Hospitality Profession,Elective,,,,,,
University of Montevallo,UM,5,CUA,110,Basic Food Preparation,Elective,,,,,,
University of Montevallo,UM,5,CUA,111,Foundations in Nutrition,FCS,281,Introduction to Nutrition,3,No,no,"FCS 281 cannot be used in the Certified Program in Dietetics (this falls under the Exercise and Nutrition Science major, Nutrition and Wellness concentration). If a student chooses the CPD program, this course will be a free elective."
University of Montevallo,UM,5,DDT,104,Basic Computer Aided Drafting and Design,None,,,,,,
University of Montevallo,UM,5,DNC,110,Intro to Dance,Elective,,,,,,
University of Montevallo,UM,5,DNC,121,Elementary Ballet I,Elective,,,,,,
University of Montevallo,UM,5,DNC,143,Ballet Technique I,THEA,231,Ballet I,3,No,no,
University of Montevallo,UM,5,DNC,144,Ballet Technique II,THEA,331,Ballet II,3,No,no,
University of Montevallo,UM,5,DNC,243,Ballet Technique III,Elective,,,,,,
University of Montevallo,UM,5,DNC,244,Ballet Technique IV,Elective,,,,,,
University of Montevallo,UM,5,EET,121,AC Fundamentals,None,,,,,,
University of Montevallo,UM,5,EET,151,AC Theory,None,,,,,,
University of Montevallo,UM,5,EET,201,Electronic Circuits,None,,,,,,
University of Montevallo,UM,5,ELM,200,Electronic Circuits I,None,,,,,,
University of Montevallo,UM,5,ELM,205,Electronics I,None,,,,,,
University of Montevallo,UM,5,EMS,103,First Aid/CPR,Elective,,,,,,
University of Montevallo,UM,5,EMS,106,Medical Terminology,Elective,,,,,,
University of Montevallo,UM,5,EMS,118,Emergency Medical Technician,None,,,,,,
University of Montevallo,UM,5,EMS,119,Emergency Medical Technician Clinical,None,,,,,,
University of Montevallo,UM,5,EMS,189,Applied Anatomy and Physiology for Paramedics,None,,,,,,
University of Montevallo,UM,5,EMS,242,Paramedic Patient Assessment,None,,,,,,
University of Montevallo,UM,5,ENG,130,Technical Report Writing,Elective,,,,,,
University of Montevallo,UM,5,ENG,131,Applied Writing I,Elective,,,,,,
University of Montevallo,UM,5,EVT,101,Introduction to Environmental Science and Tech,None,,,,,,
University of Montevallo,UM,5,HEC,100,Principles of Basic Design,Elective,,,,,,
University of Montevallo,UM,5,HEC,131,Introduction of Clothing Construction I,Elective,,,,,,
University of Montevallo,UM,5,HEC,140,Principles of Nutrition,FCS,281,Introduction to Nutrition,3,No,no,"FCS 281 cannot be used in the Certified Program in Dietetics (this falls under the Exercise and Nutrition Science major, Nutrition and Wellness concentration). If a student chooses the CPD program, this course will be a free elective."
University of Montevallo,UM,5,HEC,221,Principles of Food Preperation  w/lab,FCS,170,Introduction to Food Science and Preparation,3,No,no,"FCS 170 cannot be used in the Certified Program in Dietetics (this falls under the Exercise and Nutrition Science major, Nutrition and Wellness concentration). If a student chooses the CPD program, this course will be a free elective."
University of Montevallo,UM,5,HEC,250,Management in Family Living,Elective,,,,,,
University of Montevallo,UM,5,HED,221,Personal Health,Elective,,,,,,
University of Montevallo,UM,5,HED,222,Community Health,Elective,,,,,,
University of Montevallo,UM,5,HED,224,Personal and Community Health,Elective,,,,,,
University of Montevallo,UM,5,HED,226,Wellness,Elective,,,,,,
University of Montevallo,UM,5,HED,230,Safety and First Aid,EXNS,300,First Aid and Prevention,2,No,no,
University of Montevallo,UM,5,HED,231,First Aid,EXNS,300,First Aid and Prevention,2,No,no,
University of Montevallo,UM,5,HIT,110,Medical Terminology,EXNS,250,Medical Terminology,3,No,no,
University of Montevallo,UM,5,HIT,117,Pathology and Pharmacology I for HIT,None,,,,,,
University of Montevallo,UM,5,HMM,105,Principles of Hospitality Management,None,,,,,,
University of Montevallo,UM,5,HMM,252,Hotel/Restaurant and Travel Law,None,,,,,,
University of Montevallo,UM,5,HOC,136,Residential Landscape Design,None,,,,,,
University of Montevallo,UM,5,HOC,170,Special Topics in Horticultural I,Elective,,,,,,
University of Montevallo,UM,5,HOC,230,Vegetable and Orchard Crops,Elective,,,,,,
University of Montevallo,UM,5,HPS,105,Medical Terminology,EXNS,250,Medical Terminology,3,No,no,
University of Montevallo,UM,5,MCM,100,Introduction to Mass Communication,MC,100,Introduction to Mass Media,3,No,no,
University of Montevallo,UM,5,MCM,102,Writing for Mass Media,MC,200,Introduction to Mass Media Writing,3,No,no,
University of Montevallo,UM,5,MCM,230,Survey of Advertising,Elective,,,,,,
University of Montevallo,UM,5,MET,201,Basic Computer Aided Drafting,None,,,,,,
University of Montevallo,UM,5,MTH,100,Intermediate College Algebra,MATH,131,Intermediate Algebra,3,No,no,
University of Montevallo,UM,5,MTH,231,Math for the Elementary Teacher I,MATH,160,Basic Mathematics for Elementary Teachers I,3,No,no,
University of Montevallo,UM,5,MTH,232,Math for the Elementary Teacher II,MATH,162,Basic Mathematics for Elementary Teachers II,3,No,no,
University of Montevallo,UM,5,MTH,250,Discrete Math,MATH,247,Introduction to Discrete Mathematics,3,No,no,
University of Montevallo,UM,5,MTH,265,Elementary Statistics,MATH,157,Introduction to Statistics,3,No,no,
University of Montevallo,UM,5,MTH,270,Probability and  Statistics,MATH,336,Mathematical Statistics,3,No,no,
University of Montevallo,UM,5,MUS,111,Music Theory I,MUS,111,Principles of Music Theory I,3,No,no,
University of Montevallo,UM,5,MUS,112,Music Theory II,MUS,113,Principles of Music Theory II,3,No,no,
University of Montevallo,UM,5,MUS,113,Music Theory Lab I (Aural Skills),MUS,112,Music Skills I,1,No,no,
University of Montevallo,UM,5,MUS,114,Music Theory Lab II (Aural Skills),MUS,114,Music Skills II,1,No,no,
University of Montevallo,UM,5,NUR,206,Advanced Nutrition Concepts,None,,,,,,
University of Montevallo,UM,5,ORI,101,Orientation to College,Elective,,,,,,
University of Montevallo,UM,5,PED,100,Fundamental of Fitness,Elective,,,,,,
University of Montevallo,UM,5,PED,103,Weight Training (Beginning),EXNS,215,Weight Training,1,No,no,
University of Montevallo,UM,5,PED,105,Personal Fitness,Elective,,,,,,
University of Montevallo,UM,5,PED,106,Aerobics,EXNS,103,Aerobic Exercise,1,No,no,
University of Montevallo,UM,5,PED,107,Aerobics Dance (Beginning),Elective,,,,,,
University of Montevallo,UM,5,PED,109,Jogging,EXNS,153,Cycling/Jogging/Walking,1,No,no,
University of Montevallo,UM,5,PED,140,Swimming (Beginning),EXNS,127,Beginning Swimming,1,No,no,
University of Montevallo,UM,5,PED,141,Swimming (Intermediate),EXNS,157,Swim for Fitness,1,No,no,
University of Montevallo,UM,5,PED,200,Foundation of Physical Education,Elective,,,,,,
University of Montevallo,UM,5,PED,224,Principles of Nutrition,FCS,281,Introduction to Nutrition,3,No,no,"FCS 281 cannot be used in the Certified Program in Dietetics (this falls under the Exercise and Nutrition Science major, Nutrition and Wellness concentration). If a student chooses the CPD program, this course will be a free elective."
University of Montevallo,UM,5,PED,295,Practicum In Physical Education,Elective,,,,,,
University of Montevallo,UM,5,PHY,218,Modern Physics,PHYS,350,Modern Physics,4,Yes,no,
University of Montevallo,UM,5,POL,220,State and Local Government,POS,250,State and Local Government,3,No,no,
University of Montevallo,UM,5,POL,230,Comparative Government,Elective,,,,,,
University of Montevallo,UM,5,POL,236,Survey of International Affairs,Elective,,,,,,
University of Montevallo,UM,5,PST,115,Emergency Medical Dispatching,None,,,,,,
University of Montevallo,UM,5,PST,220,Technologies in Public Safety Communication & 911,None,,,,,,
University of Montevallo,UM,5,PST,221,Role in hostage Negotiations,None,,,,,,
University of Montevallo,UM,5,PST,222,Handling of Hazardous Materials Event,None,,,,,,
University of Montevallo,UM,5,PST,226,Advanced Public Safety Communications,None,,,,,,
University of Montevallo,UM,5,PST,227,Location Identification,None,,,,,,
University of Montevallo,UM,5,PSY,211,Child Growth and Development,Elective,,,,,,
University of Montevallo,UM,5,PSY,230,Abnormal Psychology,PSYC,310,Psychopathology,3,No,no,
University of Montevallo,UM,5,PSY,260,Statistics for the Social Sciences,Elective,,,,,,
University of Montevallo,UM,5,SOC,247,Marriage and the Family,Elective,,,,,,
University of Montevallo,UM,5,SPH,228,Group Communication,COMS,360,Small Group Communication,3,No,no,
University of Montevallo,UM,5,THR,113,Theatre Workshop I,Elective,,,,,,
University of Montevallo,UM,5,THR,114,Theatre Workshop II,Elective,,,,,,
University of Montevallo,UM,5,THR,131,Acting Techniques I,Elective,,,,,,
University of Montevallo,UM,5,THR,241,Voice and Speech for the Performer,Elective,,,,,,
University of Montevallo,UM,1,,,,ENG,103,Honors Composition I,3,No,yes,
University of Montevallo,UM,1,,,,ENG,104,Honors Composition II,3,No,yes,
University of Montevallo,UM,2,,,,ENG,233,Honors World Literature I,3,No,yes,
University of Montevallo,UM,2,,,,ENG,234,Honors World Literature II,3,No,yes,
University of Montevallo,UM,2,,,,PHIL,180,Critical Reasoning,3,No,yes,
University of Montevallo,UM,2,,,,SPN,100,Accelerated Elementary Spanish,6,No,yes,
University of Montevallo,UM,2,,,,SPN,200,Accelerated Intermediate Spanish,6,No,yes,
University of Montevallo,UM,3,,,,CHEM,100,Fundamentals of Chemistry,4,Yes,yes,
University of Montevallo,UM,3,,,,ES,100,Environmental Science,4,Yes,yes,
University of Montevallo,UM,3,,,,GEOL,110,Physical Geology,4,Yes,yes,
University of Montevallo,UM,3,,,,GEOL,115,Historical Geology,4,Yes,yes,
University of Montevallo,UM,4,,,,HIST,103,History of World Civilizations (Honors History) I,3,No,yes,
University of Montevallo,UM,4,,,,HIST,104,History of World Civilizations (Honors History) II,3,No,yes,
University of Montevallo,UM,4,,,,SOC,230,Introduction to Sociology,3,No,yes,
