University,University Short Name,Area,ACCS Coures Prefix,ACCS Course Number,ACCS Course Title,University Equivalent Course Prefix,University Equivalent Course Number,University Course Title,Univeristy Course Hours,Lab,Approved,Notes
Athens State University,Athens,2,HUM,101,Introduction to Humanities,HUM,101,Introduction to Humanities,3,No,no,
Athens State University,Athens,2,HUM,102,Introduction to Humanities,HUM,102,Introduction to Humanities,3,No,no,
Athens State University,Athens,2,HUM,299,PTK Honors Course - Humanities,HUM,299,PTK Honors Course - Humanities,3,No,no,
Athens State University,Athens,2,HUM,299-01,PTK Honors Course I - Humanities,HUM,299-01,PTK Honors Course I - Humanities,1,No,no,
Athens State University,Athens,2,HUM,299-02,PTK Honors Course II - Humanities,HUM,299-02,PTK Honors Course II - Humanities,1,No,no,
Athens State University,Athens,2,HUM,299-03,PTK Honors Course III - Humanities,HUM,299-03,PTK Honors Course III - Humanities,1,No,no,
Athens State University,Athens,2,IDS,102,Ethics ,IDS,102,Ethics ,3,No,no,
Athens State University,Athens,2,JPN,101,Introductory Japanese I,JPN,101,Introductory Japanese I,4,No,no,
Athens State University,Athens,2,JPN,102,Introductory Japanese II,JPN,102,Introductory Japanese II,4,No,no,
Athens State University,Athens,2,MUS,101,Music Appreciation,MUS,101,Music Appreciation,3,No,no,
Athens State University,Athens,2,PHL,106,Introduction to Philosophy,PHL,106,Introduction to Philosophy,3,No,no,
Athens State University,Athens,2,PHL,206,Ethics and Society,PHL,206,Ethics and Society,3,No,no,
Athens State University,Athens,2,REL,100,World Religions,REL,100,World Religions,3,No,no,
Athens State University,Athens,2,REL,151,Survey of the Old Testament,REL,151,Survey of the Old Testament,3,No,no,
Athens State University,Athens,2,REL,152,Survey of the New Testament,REL,152,Survey of the New Testament,4,No,no,
Athens State University,Athens,2,SPA,101,Introductory Spanish I,SPA,101,Introductory Spanish I,4,No,no,
Athens State University,Athens,2,SPA,102,Introductory Spanish II,SPA,102,Introductory Spanish II,4,No,no,
Athens State University,Athens,2,SPA,201,Intermediate Spanish I,SPA,201,Intermediate Spanish I,3,No,no,
Athens State University,Athens,2,SPA,202,Intermediate Spanish II,SPA,202,Intermediate Spanish II,3,No,no,
Athens State University,Athens,2,SPH,106,Fundamentals of Oral Communication,SPH,106,Fundamentals of Oral Communication,3,No,no,
Athens State University,Athens,2,SPH,107,Fundamentals of Public Speaking,SPH,107,Fundamentals of Public Speaking,3,No,no,
Athens State University,Athens,2,THR,120,Theatre Appreciation,THR,120,Theatre Appreciation,3,No,no,
Athens State University,Athens,2,THR,126,Introduction to Theatre,THR,126,Introduction to Theatre,3,No,no,
Athens State University,Athens,3,AST,220,Introduction to Astronomy,AST,220,Introduction to Astronomy,4,Yes,no,
Athens State University,Athens,3,BIO,101,Introduction to Biology I,BIO,101,Introduction to Biology I,4,Yes,no,
Athens State University,Athens,3,BIO,102,Introduction to Biology II,BIO,102,Introduction to Biology II,4,Yes,no,
Athens State University,Athens,3,BIO,103,Principles of Biology I,BIO,103,Principles of Biology I,4,Yes,no,
Athens State University,Athens,3,BIO,104,Principles of Biology II,BIO,104,Principles of Biology II,4,Yes,no,
Athens State University,Athens,3,CHM,104,Introduction to Chemistry I,CHM,104,Introduction to Chemistry I,4,Yes,no,
Athens State University,Athens,3,CHM,105,Introduction to Chemistry II,CHM,105,Introduction to Chemistry II,4,Yes,no,
Athens State University,Athens,3,CHM,111,College Chemistry I,CHM,111,College Chemistry I,4,Yes,no,
Athens State University,Athens,3,CHM,112,College Chemistry II,CHM,112,College Chemistry II,4,Yes,no,
Athens State University,Athens,3,GEO,101,Principles of Physical Geography I,GEO,101,Principles of Physical Geography I,4,Yes,no,
Athens State University,Athens,3,GEO,102,Principles of Physical Geography II,GEO,102,Principles of Physical Geography II,4,Yes,no,
Athens State University,Athens,3,GLY,101,Introduction to Geology I,GLY,101,Introduction to Geology I,4,Yes,no,
Athens State University,Athens,3,GLY,102,Introduction to Geology II,GLY,102,Introduction to Geology II,4,Yes,no,
Athens State University,Athens,3,MTH,110,Finite Mathematics,MTH,110,Finite Mathematics,3,No,no,
Athens State University,Athens,3,MTH,112,Precalculus Algebra,MTH,112,Precalculus Algebra,3,No,no,
Athens State University,Athens,3,MTH,113,Precalculus Trigonometry,MTH,113,Precalculus Trigonometry,3,No,no,
Athens State University,Athens,3,MTH,115,Precalculus Algebra & Trigonometry,MTH,115,Precalculus Algebra & Trigonometry,4,No,no,
Athens State University,Athens,3,MTH,120,Calculus and Its Applications,MTH,120,Calculus and Its Applications,3,No,no,
Athens State University,Athens,3,MTH,125,Calculus I,MTH,125,Calculus I,4,No,no,
Athens State University,Athens,3,MTH,126,Calculus II,MTH,126,Calculus II,4,No,no,
Athens State University,Athens,3,MTH,227,Calculus III,MTH,227,Calculus III,4,No,no,
Athens State University,Athens,3,MTH,237,Linear Algebra,MTH,237,Linear Algebra,3,No,no,
Athens State University,Athens,3,MTH,238,Applied Differential Equations I,MTH,238,Applied Differential Equations I,3,No,no,
Athens State University,Athens,3,PHS,111,Physical Science I,PHS,111,Physical Science I,4,Yes,no,
Athens State University,Athens,3,PHS,112,Physical Science II,PHS,112,Physical Science II,4,Yes,no,
Athens State University,Athens,3,PHY,120,Introduction to Physics,PHY,120,Introduction to Physics,4,Yes,no,
Athens State University,Athens,3,PHY,201,General Physics I,PHY,201,General Physics I,4,Yes,no,
Athens State University,Athens,3,PHY,202,General Physics II,PHY,202,General Physics II,4,Yes,no,
Athens State University,Athens,3,PHY,213,General Physics with Calculus I,PHY,213,General Physics with Calculus I,4,Yes,no,
Athens State University,Athens,3,PHY,214,General Physics with Calculus II,PHY,214,General Physics with Calculus II,4,Yes,no,
Athens State University,Athens,4,ANT,200,Introduction to Anthropology,ANT,200,Introduction to Anthropology,3,No,no,
Athens State University,Athens,4,ANT,210,Physical Anthropology,ANT,210,Physical Anthropology,3,No,no,
Athens State University,Athens,4,ANT,220,Cultural Anthropology,ANT,220,Cultural Anthropology,3,No,no,
Athens State University,Athens,4,ANT,226,Culture and Personality,ANT,226,Culture and Personality,3,No,no,
Athens State University,Athens,4,ANT,230,Introduction to Archaeology,ANT,230,Introduction to Archaeology,3,No,no,
Athens State University,Athens,4,ECO,231,Principles of Macroeconomics,ECO,231,Principles of Macroeconomics,3,No,no,
Athens State University,Athens,4,ECO,232,Principles of Microeconomics,ECO,232,Principles of Microeconomics,3,No,no,
Athens State University,Athens,4,GEO,100,World Regional Geography,GEO,100,World Regional Geography,3,No,no,
Athens State University,Athens,4,GEO,201,Principles of Human Geography,GEO,201,Principles of Human Geography,3,No,no,
Athens State University,Athens,4,HIS,101,History of Western Civilization I,HIS,101,History of Western Civilization I,3,No,no,
Athens State University,Athens,4,HIS,102,History of Western Civilization II,HIS,102,History of Western Civilization II,3,No,no,
Athens State University,Athens,4,HIS,121,World History I,HIS,121,World History I,3,No,no,
Athens State University,Athens,4,HIS,122,World History II,HIS,122,World History II,3,No,no,
Athens State University,Athens,4,HIS,201,United States History I,HIS,201,United States History I,3,No,no,
Athens State University,Athens,4,HIS,202,United States History II,HIS,202,United States History II,3,No,no,
Athens State University,Athens,4,POL,200,Introduction to Political Science,POL,200,Introduction to Political Science,3,No,no,
Athens State University,Athens,4,POL,211,American National Government,POL,211,American National Government,3,No,no,
Athens State University,Athens,4,PSY,200,General Psychology,PSY,200,General Psychology,3,No,no,
Athens State University,Athens,4,PSY,210,Human Growth & Development,PSY,210,Human Growth & Development,3,No,no,
Athens State University,Athens,4,SOC,200,Introduction to Sociology,SOC,200,Introduction to Sociology,3,No,no,
Athens State University,Athens,4,SOC,210,Social Problems,SOC,210,Social Problems,3,No,no,
Athens State University,Athens,4,SPH,116,Introduction to Interpersonal Communication,SPH,116,Introduction to Interpersonal Communication,3,No,no,
Athens State University,Athens,5,AGP,130,Poultry Production,AGP,130,Poultry Production,4,Yes,no,
Athens State University,Athens,5,AGP,152,Agricultural Equipment Repair and Maintenance,AGP,152,Agricultural Equipment Repair and Maintenance,3,Yes,no,
Athens State University,Athens,5,AGR,200,Introduction to Animal Dairy Science,AGR,200,Introduction to Animal Dairy Science,4,Yes,no,
Athens State University,Athens,5,ART,113,Drawing I,ART,113,Drawing I,3,No,no,
Athens State University,Athens,5,ART,114,Drawing II,ART,114,Drawing II,3,No,no,
Athens State University,Athens,5,ART,121,Two-Dimensional Composition I,ART,121,Two-Dimensional Composition I,3,No,no,
Athens State University,Athens,5,ART,127,Three-Dimensional Composition,ART,127,Three-Dimensional Composition,3,No,no,
Athens State University,Athens,5,ART,174,Photography II,ART,174,Photography II,3,No,no,
Athens State University,Athens,5,ART,221,Computer Graphics I,ART,221,Computer Graphics I,3,No,no,
Athens State University,Athens,5,ASL,101,American Sign Language I,ASL,101,American Sign Language I,3,No,no,
Athens State University,Athens,5,ASL,102,American Sign Language II,ASL,102,American Sign Language II,3,No,no,
Athens State University,Athens,5,ASL,103,American Sign Language III,ASL,103,American Sign Language III,3,No,no,
Athens State University,Athens,5,ASL,104,American Sign Language IV,ASL,104,American Sign Language IV,3,No,no,
Athens State University,Athens,5,ASL,121,Deaf Culture,ASL,121,Deaf Culture,3,No,no,
Athens State University,Athens,5,ATM,211,Automated Mfg. Tech. Electronics,ATM,211,Automated Mfg. Tech. Electronics,4,Yes,no,
Athens State University,Athens,5,BIO,201,Human Anatomy and Physiology I,BIO,201,Human Anatomy and Physiology I,4,Yes,no,
Athens State University,Athens,5,BIO,202,Human Anatomy and Physiology II,BIO,202,Human Anatomy and Physiology II,4,Yes,no,
Athens State University,Athens,5,BIO,206,Human Anatomy,BIO,206,Human Anatomy,4,Yes,no,
Athens State University,Athens,5,BIO,207,Human Physiology,BIO,207,Human Physiology,4,Yes,no,
Athens State University,Athens,5,BIO,220,General Microbiology,BIO,220,General Microbiology,4,Yes,no,
Athens State University,Athens,5,BUS,100,Introduction to Business,BUS,100,Introduction to Business,3,No,no,
Athens State University,Athens,5,BUS,146,Personal Finance,BUS,146,Personal Finance,3,No,no,
Athens State University,Athens,5,BUS,210,Introduction to Accounting,BUS,210,Introduction to Accounting,3,No,no,
Athens State University,Athens,5,BUS,215,Business Communication,BUS,215,Business Communication,3,No,no,
Athens State University,Athens,5,BUS,241,Principles of Accounting I,BUS,241,Principles of Accounting I,3,No,no,
Athens State University,Athens,5,BUS,242,Principles of Accounting II,BUS,242,Principles of Accounting II,3,No,no,
Athens State University,Athens,5,BUS,260,Statistical Data Analysis,BUS,260,Statistical Data Analysis,3,No,no,
Athens State University,Athens,5,BUS,261,Business Law I,BUS,261,Business Law I,3,No,no,
Athens State University,Athens,5,BUS,263,Legal and Social Environment of Business,BUS,263,Legal and Social Environment of Business,3,No,no,
Athens State University,Athens,5,BUS,271,Business Statistics I,BUS,271,Business Statistics I,3,No,no,
Athens State University,Athens,5,BUS,272,Business Statistics II,BUS,272,Business Statistics II,3,No,no,
Athens State University,Athens,5,BUS,275,Principles of Management,BUS,275,Principles of Management,3,No,no,
Athens State University,Athens,5,BUS,285,Principles of Marketing,BUS,285,Principles of Marketing,3,No,no,
Athens State University,Athens,5,CHD,201,Child Growth and Development Principles,CHD,201,Child Growth and Development Principles,3,No,no,
Athens State University,Athens,5,CHD,209,Infant and Toddler Education Programs,CHD,209,Infant and Toddler Education Programs,3,No,no,
Athens State University,Athens,5,CHM,221,Organic Chemistry I,CHM,221,Organic Chemistry I,4,Yes,no,
Athens State University,Athens,5,CHM,222,Organic Chemistry II,CHM,222,Organic Chemistry II,4,Yes,no,
Athens State University,Athens,5,CIS,130,Introduction to Information Systems,CIS,130,Introduction to Information Systems,3,No,no,
Athens State University,Athens,5,CIS,145,Advanced Web Page Development,CIS,145,Advanced Web Page Development,3,No,no,
Athens State University,Athens,5,CIS,146,Microcomputer Applications,CIS,146,Microcomputer Applications,3,No,no,
Athens State University,Athens,5,CIS,147,Advanced Microcomputer Applications,CIS,147,Advanced Microcomputer Applications,3,No,no,
Athens State University,Athens,5,CIS,149,Introduction to Computers,CIS,149,Introduction to Computers,3,No,no,
Athens State University,Athens,5,CIS,198,Web Page Development,CIS,198,Web Page Development,3,No,no,
Athens State University,Athens,5,CIS,201,Introduction to Computer Programming Concepts,CIS,201,Introduction to Computer Programming Concepts,3,No,no,
Athens State University,Athens,5,CIS,202,Python Programming,CIS,202,Python Programming,3,No,no,
Athens State University,Athens,5,CIS,207,Introduction to Web Development,CIS,207,Introduction to Web Development,3,No,no,
Athens State University,Athens,5,CIS,208,Intermediate to Web Development,CIS,208,Intermediate to Web Development,3,No,no,
Athens State University,Athens,5,CIS,212,Visual Basic,CIS,212,Visual Basic,3,No,no,
Athens State University,Athens,5,CIS,213,Advanced Visual Basic Programming,CIS,213,Advanced Visual Basic Programming,3,No,no,
Athens State University,Athens,5,CIS,215,C# Programming,CIS,215,C# Programming,3,No,no,
Athens State University,Athens,5,CIS,231,FORTRAN Programming,CIS,231,FORTRAN Programming,3,No,no,
Athens State University,Athens,5,CIS,251,C++ Programming,CIS,251,C++ Programming,3,No,no,
Athens State University,Athens,5,CIS,252,Advanced C++ Programming,CIS,252,Advanced C++ Programming,3,No,no,
Athens State University,Athens,5,CIS,255,Java Programming,CIS,255,Java Programming,3,No,no,
Athens State University,Athens,5,CIS,256,Advanced Java,CIS,256,Advanced Java,3,No,no,
Athens State University,Athens,5,CIS,276,Server Administration,CIS,276,Server Administration,3,No,no,
Athens State University,Athens,5,CIS,277,Network Services Administration,CIS,277,Network Services Administration,3,No,no,
Athens State University,Athens,5,CIS,279,Network Infrastructure Design,CIS,279,Network Infrastructure Design,3,No,no,
Athens State University,Athens,5,CIS,280,Network Security,CIS,280,Network Security,3,No,no,
Athens State University,Athens,5,CIS,282,Computer Forensics,CIS,282,Computer Forensics,3,No,no,
Athens State University,Athens,5,CIS,285,Object Oriented Programming,CIS,285,Object Oriented Programming,3,No,no,
Athens State University,Athens,5,CRJ,100,Introduction to Criminal Justice,CRJ,100,Introduction to Criminal Justice,3,No,no,
Athens State University,Athens,5,CRJ,110,Introduction to Law Enforcement,CRJ,110,Introduction to Law Enforcement,3,No,no,
Athens State University,Athens,5,CRJ,150,Introduction to Corrections,CRJ,150,Introduction to Corrections,3,No,no,
Athens State University,Athens,5,CRJ,160,Introduction to Security,CRJ,160,Introduction to Security,3,No,no,
Athens State University,Athens,5,CUA,101,Orientation to the Hospitality Profession,CUA,101,Orientation to the Hospitality Profession,3,No,no,
Athens State University,Athens,5,CUA,110,Basic Food Preparation,CUA,110,Basic Food Preparation,3,Yes,no,
Athens State University,Athens,5,CUA,111,Foundations in Nutrition,CUA,111,Foundations in Nutrition,3,No,no,
Athens State University,Athens,5,DDT,104,Basic Computer Aided Drafting and Design,DDT,104,Basic Computer Aided Drafting and Design,3,No,no,
Athens State University,Athens,5,DNC,110,Intro to Dance,DNC,110,Intro to Dance,2,No,no,
Athens State University,Athens,5,DNC,121,Elementary Ballet I,DNC,121,Elementary Ballet I,2,No,no,
Athens State University,Athens,5,DNC,143,Ballet Technique I,DNC,143,Ballet Technique I,3,No,no,
Athens State University,Athens,5,DNC,144,Ballet Technique II,DNC,144,Ballet Technique II,3,No,no,
Athens State University,Athens,5,DNC,243,Ballet Technique III,DNC,243,Ballet Technique III,3,No,no,
Athens State University,Athens,5,DNC,244,Ballet Technique IV,DNC,244,Ballet Technique IV,3,No,no,
Athens State University,Athens,5,EET,121,AC Fundamentals,EET,121,AC Fundamentals,3,No,no,
Athens State University,Athens,5,EET,151,AC Theory,EET,151,AC Theory,3,No,no,
Athens State University,Athens,5,EET,201,Electronic Circuits,EET,201,Electronic Circuits,3,No,no,
Athens State University,Athens,5,ELM,200,Electronic Circuits I,ELM,200,Electronic Circuits I,3,Yes,no,
Athens State University,Athens,5,ELM,205,Electronics I,ELM,205,Electronics I,4,Yes,no,
Athens State University,Athens,5,EMS,103,First Aid/CPR,EMS,103,First Aid/CPR,1,No,no,
Athens State University,Athens,5,EMS,106,Medical Terminology,EMS,106,Medical Terminology,2,No,no,
Athens State University,Athens,5,EMS,118,Emergency Medical Technician,EMS,118,Emergency Medical Technician,9,Yes,no,
Athens State University,Athens,5,EMS,119,Emergency Medical Technician Clinical,EMS,119,Emergency Medical Technician Clinical,1,No,no,
Athens State University,Athens,5,EMS,189,Applied Anatomy and Physiology for Paramedics,EMS,189,Applied Anatomy and Physiology for Paramedics,4,No,no,
Athens State University,Athens,5,EMS,242,Paramedic Patient Assessment,EMS,242,Paramedic Patient Assessment,3,Yes,no,
Athens State University,Athens,5,ENG,130,Technical Report Writing,ENG,130,Technical Report Writing,3,No,no,
Athens State University,Athens,5,ENG,131,Applied Writing I,ENG,131,Applied Writing I,3,No,no,
Athens State University,Athens,5,EVT,101,Introduction to Environmental Science and Tech,EVT,101,Introduction to Environmental Science and Tech,4,Yes,no,
Athens State University,Athens,5,HEC,100,Principles of Basic Design,HEC,100,Principles of Basic Design,3,No,no,
Athens State University,Athens,5,HEC,131,Introduction of Clothing Construction I,HEC,131,Introduction of Clothing Construction I,2,No,no,
Athens State University,Athens,5,HEC,140,Principles of Nutrition,HEC,140,Principles of Nutrition,3,No,no,
Athens State University,Athens,5,HEC,221,Principles of Food Preparation  w/lab,HEC,221,Principles of Food Preparation  w/lab,3,Yes,no,
Athens State University,Athens,5,HEC,250,Management in Family Living,HEC,250,Management in Family Living,3,No,no,
Athens State University,Athens,5,HED,221,Personal Health,HED,221,Personal Health,3,No,no,
Athens State University,Athens,5,HED,222,Community Health,HED,222,Community Health,3,No,no,
Athens State University,Athens,5,HED,224,Personal and Community Health,HED,224,Personal and Community Health,3,No,no,
Athens State University,Athens,5,HED,226,Wellness,HED,226,Wellness,3,No,no,
Athens State University,Athens,5,HED,230,Safety and First Aid,HED,230,Safety and First Aid,3,No,no,
Athens State University,Athens,5,HED,231,First Aid,HED,231,First Aid,3,No,no,
Athens State University,Athens,5,HIT,110,Medical Terminology,HIT,110,Medical Terminology,3,No,no,
Athens State University,Athens,5,HIT,117,Pathology and Pharmacology I for HIT,HIT,117,Pathology and Pharmacology I for HIT,3,No,no,
Athens State University,Athens,5,HMM,105,Principles of Hospitality Management,HMM,105,Principles of Hospitality Management,3,No,no,
Athens State University,Athens,5,HMM,252,Hotel/Restaurant and Travel Law,HMM,252,Hotel/Restaurant and Travel Law,3,No,no,
Athens State University,Athens,5,HOC,136,Residential Landscape Design,HOC,136,Residential Landscape Design,3,No,no,
Athens State University,Athens,5,HOC,170,Special Topics in Horticultural I,HOC,170,Special Topics in Horticultural I,1,Yes,no,
Athens State University,Athens,5,HOC,230,Vegetable and Orchard Crops,HOC,230,Vegetable and Orchard Crops,3,Yes,no,
Athens State University,Athens,5,HPS,105,Medical Terminology,HPS,105,Medical Terminology,3,Yes,no,
Athens State University,Athens,5,MCM,100,Introduction to Mass Communication,MCM,100,Introduction to Mass Communication,3,No,no,
Athens State University,Athens,5,MCM,102,Writing for Mass Media,MCM,102,Writing for Mass Media,3,No,no,
Athens State University,Athens,5,MCM,230,Survey of Advertising,MCM,230,Survey of Advertising,3,Yes,no,
Athens State University,Athens,5,MET,201,Basic Computer Aided Drafting,MET,201,Basic Computer Aided Drafting,3,No,no,
Athens State University,Athens,5,MTH,100,Intermediate College Algebra,MTH,100,Intermediate College Algebra,3,No,no,
Athens State University,Athens,5,MTH,231,Math for the Elementary Teacher I,MTH,231,Math for the Elementary Teacher I,3,No,no,
Athens State University,Athens,5,MTH,232,Math for the Elementary Teacher II,MTH,232,Math for the Elementary Teacher II,3,No,no,
Athens State University,Athens,5,MTH,250,Discrete Math,MTH,250,Discrete Math,3,No,no,
Athens State University,Athens,5,MTH,265,Elementary Statistics,MTH,265,Elementary Statistics,3,No,no,
Athens State University,Athens,5,MTH,270,Probability and  Statistics,MTH,270,Probability and  Statistics,3,No,no,
Athens State University,Athens,5,MUS,111,Music Theory I,MUS,111,Music Theory I,3,No,no,
Athens State University,Athens,5,MUS,112,Music Theory II,MUS,112,Music Theory II,3,No,no,
Athens State University,Athens,5,MUS,113,Music Theory Lab I (Aural Skills),MUS,113,Music Theory Lab I (Aural Skills),1,Yes,no,
Athens State University,Athens,5,MUS,114,Music Theory Lab II (Aural Skills),MUS,114,Music Theory Lab II (Aural Skills),1,Yes,no,
Athens State University,Athens,5,NUR,206,Advanced Nutrition Concepts,NUR,206,Advanced Nutrition Concepts,3,No,no,
Athens State University,Athens,5,ORI,101,Orientation to College,ORI,101,Orientation to College,1,No,no,
Athens State University,Athens,5,PED,100,Fundamental of Fitness,PED,100,Fundamental of Fitness,3,No,no,
Athens State University,Athens,5,PED,103,Weight Training (Beginning),PED,103,Weight Training (Beginning),1,No,no,
Athens State University,Athens,5,PED,105,Personal Fitness,PED,105,Personal Fitness,1,No,no,
Athens State University,Athens,5,PED,106,Aerobics,PED,106,Aerobics,1,No,no,
Athens State University,Athens,5,PED,107,Aerobics Dance (Beginning),PED,107,Aerobics Dance (Beginning),1,No,no,
Athens State University,Athens,5,PED,109,Jogging,PED,109,Jogging,1,No,no,
Athens State University,Athens,5,PED,140,Swimming (Beginning),PED,140,Swimming (Beginning),1,No,no,
Athens State University,Athens,5,PED,141,Swimming (Intermediate),PED,141,Swimming (Intermediate),1,No,no,
Athens State University,Athens,5,PED,200,Foundation of Physical Education,PED,200,Foundation of Physical Education,3,No,no,
Athens State University,Athens,5,PED,224,Principles of Nutrition,PED,224,Principles of Nutrition,3,No,no,
Athens State University,Athens,5,PED,295,Practicum In Physical Education,PED,295,Practicum In Physical Education,1,No,no,
Athens State University,Athens,5,PHY,218,Modern Physics,PHY,218,Modern Physics,4,Yes,no,
Athens State University,Athens,5,POL,220,State and Local Government,POL,220,State and Local Government,3,No,no,
Athens State University,Athens,5,POL,230,Comparative Government,POL,230,Comparative Government,3,No,no,
Athens State University,Athens,5,POL,236,Survey of International Affairs,POL,236,Survey of International Affairs,3,No,no,
Athens State University,Athens,5,PST,115,Emergency Medical Dispatching,PST,115,Emergency Medical Dispatching,3,No,no,
Athens State University,Athens,5,PST,220,Technologies in Public Safety Communication & 911,PST,220,Technologies in Public Safety Communication & 911,3,No,no,
Athens State University,Athens,5,PST,221,Role in hostage Negotiations,PST,221,Role in hostage Negotiations,3,No,no,
Athens State University,Athens,5,PST,222,Handling of Hazardous Materials Event,PST,222,Handling of Hazardous Materials Event,3,No,no,
Athens State University,Athens,5,PST,226,Advanced Public Safety Communications,PST,226,Advanced Public Safety Communications,3,No,no,
Athens State University,Athens,5,PST,227,Location Identification,PST,227,Location Identification,3,No,no,
Athens State University,Athens,5,PSY,211,Child Growth and Development,PSY,211,Child Growth and Development,3,No,no,
Athens State University,Athens,5,PSY,230,Abnormal Psychology,PSY,230,Abnormal Psychology,3,No,no,
Athens State University,Athens,5,PSY,260,Statistics for the Social Sciences,PSY,260,Statistics for the Social Sciences,3,No,no,
Athens State University,Athens,5,SOC,247,Marriage and the Family,SOC,247,Marriage and the Family,3,No,no,
Athens State University,Athens,5,SPH,228,Group Communication,SPH,228,Group Communication,3,No,no,
Athens State University,Athens,5,THR,113,Theatre Workshop I,THR,113,Theatre Workshop I,2,No,no,
Athens State University,Athens,5,THR,114,Theatre Workshop II,THR,114,Theatre Workshop II,2,No,no,
Athens State University,Athens,5,THR,131,Acting Techniques I,THR,131,Acting Techniques I,3,No,no,
Athens State University,Athens,5,THR,241,Voice and Speech for the Performer,THR,241,Voice and Speech for the Performer,3,No,no,
