University,University Short Name,Area,ACCS Coures Prefix,ACCS Course Number,ACCS Course Title,University Equivalent Course Prefix,University Equivalent Course Number,University Course Title,Univeristy Course Hours,Lab,Approved,Notes
Troy University,Troy,2,REL,151,Survey of the Old Testament,Area II Core,,,,,,
Troy University,Troy,2,REL,152,Survey of the New Testament,Area II Core,,,,,,
Troy University,Troy,2,SPA,101,Introductory Spanish I,SPN,1141,Introductory Spanish I,3,No,yes,
Troy University,Troy,2,SPA,102,Introductory Spanish II,SPN,1142,Introductory Spanish II,3,No,yes,
Troy University,Troy,2,SPA,201,Intermediate Spanish I,SPN,2241,Intermediate Spanish I,3,No,yes,
Troy University,Troy,2,SPA,202,Intermediate Spanish II,SPN,2242,Intermediate Spanish II,3,No,yes,
Troy University,Troy,2,SPH,106,Fundamentals of Oral Communication,COM,2241,Fundamentals of Speech,3,No,yes,
Troy University,Troy,2,SPH,107,Fundamentals of Public Speaking,COM,2241,Fundamentals of Speech,3,No,yes,
Troy University,Troy,2,THR,120,Theatre Appreciation,THE,1130,Introduction to Theatre,3,No,no,
Troy University,Troy,2,THR,126,Introduction to Theatre,THE,1130,Introduction to Theatre,3,No,no,
Troy University,Troy,3,AST,220,Introduction to Astronomy,SCI,2240/L240,"Principles of Astronomy, Stars, Galaxies, and Cosmology w/Lab",4,Yes,no,
Troy University,Troy,3,BIO,101,Introduction to Biology I,BIO,1100/L100,Principles of Biology w/Lab,4,Yes,yes,
Troy University,Troy,3,BIO,102,Introduction to Biology II,BIO,1101/L101,Organismal Biology w/Lab,4,Yes,no,
Troy University,Troy,3,BIO,103,Principles of Biology I,BIO,1100/L100,Principles of Biology w/Lab,4,Yes,yes,
Troy University,Troy,3,BIO,104,Principles of Biology II,BIO,1101/L101,Organismal Biology w/Lab,4,Yes,no,
Troy University,Troy,3,CHM,104,Introduction to Chemistry I,CHM,1115/L115,Survey of Chemistry w/Lab,4,Yes,yes,
Troy University,Troy,3,CHM,105,Introduction to Chemistry II,Area III Core,,,,,,
Troy University,Troy,3,CHM,111,College Chemistry I,CHM,1142/L142,General Chemistry I w/Lab,4,Yes,yes,
Troy University,Troy,3,CHM,112,College Chemistry II,CHM,1143/L143,General Chemistry II/Lab,4,Yes,yes,
Troy University,Troy,3,GEO,101,Principles of Physical Geography I,Area III Core,,,,,,
Troy University,Troy,3,GEO,102,Principles of Physical Geography II,Area III Core,,,,,,
Troy University,Troy,3,GLY,101,Introduction to Geology I,Area III Core,,,,,,
Troy University,Troy,3,GLY,102,Introduction to Geology II,Area III Core,,,,,,
Troy University,Troy,3,MTH,110,Finite Mathematics,MTH,1110,Finite Mathematics,3,No,yes,
Troy University,Troy,3,MTH,112,Precalculus Algebra,MTH,1112,Pre-Calculus Algebra,3,No,yes,
Troy University,Troy,3,MTH,113,Precalculus Trigonometry,MTH,1114,Pre-Calculus Trigonometry,3,No,yes,
Troy University,Troy,3,MTH,115,Precalculus Algebra & Trigonometry,Area III Core,,,,,,
Troy University,Troy,3,MTH,120,Calculus and Its Applications,MTH,2201,Calculus and Its Applications,3,No,yes,
Troy University,Troy,3,MTH,125,Calculus I,MTH,1125,Calculus I,4,No,yes,
Troy University,Troy,3,MTH,126,Calculus II,MTH,1126,Calculus II,4,No,yes,
Troy University,Troy,3,MTH,227,Calculus III,MTH,2227,Calculus III,4,No,yes,
Troy University,Troy,3,MTH,237,Linear Algebra,MTH,3331,Linear Algebra,3,No,no,
Troy University,Troy,3,MTH,238,Applied Differential Equations I,MTH,3311,Differential Equations,3,No,no,
Troy University,Troy,3,PHS,111,Physical Science I,SCI,2234/L234,Earth & Space Science w/Lab,4,Yes,yes,
Troy University,Troy,3,PHS,112,Physical Science II,SCI,2233/L233,Physical Science w/Lab,4,Yes,yes,
Troy University,Troy,3,PHY,120,Introduction to Physics,Area III Core,,,,,,
Troy University,Troy,3,PHY,201,General Physics I,PHY,2252/L252,General Physics I w/Lab,4,Yes,yes,
Troy University,Troy,3,PHY,202,General Physics II,PHY,2253/L253,General Physics II w/Lab,4,Yes,no,
Troy University,Troy,3,PHY,213,General Physics with Calculus I,PHY,2262/L262,Physics I w/ Calculus w/Lab,4,Yes,yes,
Troy University,Troy,3,PHY,214,General Physics with Calculus II,PHY,2263/L263,Physics II w/ Calculus w/Lab,4,Yes,yes,
Troy University,Troy,4,ANT,200,Introduction to Anthropology,ANT,2200,Anthropology,3,No,yes,
Troy University,Troy,4,ANT,210,Physical Anthropology,ANT,3311,Physical Anthropology,3,No,no,
Troy University,Troy,4,ANT,220,Cultural Anthropology,ANT,3310,Cultural Anthropology,3,No,no,
Troy University,Troy,4,ANT,226,Culture and Personality,Area IV Core,,,,,,
Troy University,Troy,4,ANT,230,Introduction to Archaeology,ANT,3305,Introduction to Archaeology,3,No,no,
Troy University,Troy,4,ECO,231,Principles of Macroeconomics,ECO,2251,Principles of Macroeconomics,3,No,yes,
Troy University,Troy,4,ECO,232,Principles of Microeconomics,ECO,2252,Principles of Microeconomics,3,No,yes,
Troy University,Troy,4,GEO,100,World Regional Geography,GEO,2210,World Regional Geography,3,No,yes,
Troy University,Troy,4,GEO,201,Principles of Human Geography,Area IV Core,,,,,,
Troy University,Troy,4,HIS,101,History of Western Civilization I,HIS,1101,Western Civilization I,3,No,yes,
Troy University,Troy,4,HIS,102,History of Western Civilization II,HIS,1102,Western Civilization II,3,No,yes,
Troy University,Troy,4,HIS,121,World History I,HIS,1122,World History to 1500,3,No,yes,
Troy University,Troy,4,HIS,122,World History II,HIS,1123,World History from 1500,3,No,yes,
Troy University,Troy,4,HIS,201,United States History I,HIS,1111,U S to 1877,3,No,yes,
Troy University,Troy,4,HIS,202,United States History II,HIS,1112,U S Since 1877,3,No,yes,
Troy University,Troy,4,POL,200,Introduction to Political Science,POL,3300,Foundations of Political Science,3,No,no,
Troy University,Troy,4,POL,211,American National Government,POL,2241,American National Government,3,No,yes,
Troy University,Troy,4,PSY,200,General Psychology,PSY,2200,General Psychology,3,No,yes,
Troy University,Troy,4,PSY,210,Human Growth & Development,PSY,2210,Developmental Psychology,3,No,yes,
Troy University,Troy,4,SOC,200,Introduction to Sociology,SOC,2275,Introduction to Sociology,3,No,yes,
Troy University,Troy,4,SOC,210,Social Problems,SOC,2280,Social Problems in Contemporary Society,3,No,no,
Troy University,Troy,4,SPH,116,Introduction to Interpersonal Communication,COM,2231,Interpersonal Communication,3,No,no,
Troy University,Troy,5,AGP,130,Poultry Production,None,,,,,,
Troy University,Troy,5,AGP,152,Agricultural Equipment Repair and Maintenance,None,,,,,,
Troy University,Troy,5,AGR,200,Introduction to Animal Dairy Science,None,,,,,,
Troy University,Troy,5,ART,113,Drawing I,ART,2201,Introductory Drawing,3,No,no,
Troy University,Troy,5,ART,114,Drawing II,ART,3301,Life Drawing,3,No,no,
Troy University,Troy,5,ART,121,Two-Dimensional Composition I,ART,1145,Foundations of Form and Space,3,No,no,
Troy University,Troy,5,ART,127,Three-Dimensional Composition,ART,1150,Foundations of Time and Space,3,No,no,
Troy University,Troy,5,ART,174,Photography II,ART,2228,Photo Studio Darkroom,3,No,no,
Troy University,Troy,5,ART,221,Computer Graphics I,Elective,,,,,,
Troy University,Troy,5,ASL,101,American Sign Language I,ASL,1141,Amercian Sign Language I,3,No,no,
Troy University,Troy,5,ASL,102,American Sign Language II,ASL,1142,Amercian Sign Language II,3,No,no,
Troy University,Troy,5,ASL,103,American Sign Language III,ASL,2241,American Sign Langauge III,3,No,no,
Troy University,Troy,5,ASL,104,American Sign Language IV,ASL,2242,American Sign Language IV,3,No,no,
Troy University,Troy,5,ASL,121,Deaf Culture,Elective,,,,,,
Troy University,Troy,5,ATM,211,Automated Mfg. Tech. Electronics,None,,,,,,
Troy University,Troy,5,BIO,201,Human Anatomy and Physiology I,BIO,3347/L347,Human Anatomy and Physiology I w/Lab,4,Yes,no,
Troy University,Troy,5,BIO,202,Human Anatomy and Physiology II,BIO,3348/L348,Human Anatomy and Physiology II w/Lab,4,Yes,no,
Troy University,Troy,5,BIO,206,Human Anatomy,Elective,,,,,,
Troy University,Troy,5,BIO,207,Human Physiology,Elective,,,,,,
Troy University,Troy,5,BIO,220,General Microbiology,BIO,2272/L372,Microbiology for non-majors w/Lab,4,Yes,no,
Troy University,Troy,5,BUS,100,Introduction to Business,BUS,1101,Introduction to Business,3,No,no,
Troy University,Troy,5,BUS,146,Personal Finance,FIN,2210,Personal Financial Planning,3,No,no,
Troy University,Troy,5,BUS,210,Introduction to Accounting,Elective,,,,,,
Troy University,Troy,5,BUS,215,Business Communication,Elective,,,,,,
Troy University,Troy,5,BUS,241,Principles of Accounting I,ACT,2291,Principles of Accounting I,3,No,no,
Troy University,Troy,5,BUS,242,Principles of Accounting II,ACT,2292,Principles of Accounting II,3,No,no,
Troy University,Troy,5,BUS,260,Statistical Data Analysis,Elective,,,,,,
Troy University,Troy,5,BUS,261,Business Law I,Elective,,,,,,
Troy University,Troy,5,BUS,263,Legal and Social Environment of Business,LAW,2221,Legal Environment of Business,3,No,no,
Troy University,Troy,5,BUS,271,Business Statistics I,QM,2241,Business Statistics and Data Analytics,3,No,no,
Troy University,Troy,5,BUS,272,Business Statistics II,Elective,,,,,,
Troy University,Troy,5,BUS,275,Principles of Management,MGT,3300,Principles of Management,3,No,no,
Troy University,Troy,5,BUS,285,Principles of Marketing,MKT,3300,Principles of Marketing,3,No,no,
Troy University,Troy,5,CHD,201,Child Growth and Development Principles,Elective,,,,,,
Troy University,Troy,5,CHD,209,Infant and Toddler Education Programs,Elective,,,,,,
Troy University,Troy,5,CHM,221,Organic Chemistry I,CHM,3342/L342,Organic Chemistry I w/Lab,4,Yes,no,
Troy University,Troy,5,CHM,222,Organic Chemistry II,CHM,3343/L343,Organic Chemistry II w/Lab,4,Yes,no,
Troy University,Troy,5,CIS,130,Introduction to Information Systems,Elective,,,,,,
Troy University,Troy,5,CIS,145,Advanced Web Page Development,Elective,,,,,,
Troy University,Troy,5,CIS,146,Microcomputer Applications,IS,2241,Computer Concepts and Applications,3,No,no,
Troy University,Troy,5,CIS,147,Advanced Microcomputer Applications,Elective,,,,,,
Troy University,Troy,5,CIS,149,Introduction to Computers,Elective,,,,,,
Troy University,Troy,5,CIS,198,Web Page Development,Elective,,,,,,
Troy University,Troy,5,CIS,201,Introduction to Computer Programming Concepts,Elective,,,,,,
Troy University,Troy,5,CIS,202,Python Programming,Elective,,,,,,
Troy University,Troy,5,CIS,207,Introduction to Web Development,Elective,,,,,,
Troy University,Troy,5,CIS,208,Intermediate to Web Development,Elective,,,,,,
Troy University,Troy,5,CIS,212,Visual Basic,Elective,,,,,,
Troy University,Troy,5,CIS,213,Advanced Visual Basic Programming,Elective,,,,,,
Troy University,Troy,5,CIS,215,C# Programming,Elective,,,,,,
Troy University,Troy,5,CIS,231,FORTRAN Programming,Elective,,,,,,
Troy University,Troy,5,CIS,251,C++ Programming,CS,2250,Computer Science I,3,No,no,
Troy University,Troy,5,CIS,252,Advanced C++ Programming,Elective,,,,,,
Troy University,Troy,5,CIS,255,Java Programming,Elective,,,,,,
Troy University,Troy,5,CIS,256,Advanced Java,Elective,,,,,,
Troy University,Troy,5,CIS,276,Server Administration,Elective,,,,,,
Troy University,Troy,5,CIS,277,Network Services Administration,Elective,,,,,,
Troy University,Troy,5,CIS,279,Network Infrastructure Design,Elective,,,,,,
Troy University,Troy,5,CIS,280,Network Security,Elective,,,,,,
Troy University,Troy,5,CIS,282,Computer Forensics,Elective,,,,,,
Troy University,Troy,5,CIS,285,Object Oriented Programming,CS,3360,Concepts of Object Oriented Programming I,3,No,no,
Troy University,Troy,5,CRJ,100,Introduction to Criminal Justice,CJ,1101,Introduction to Criminal Justice and Criminology,3,No,no,
Troy University,Troy,5,CRJ,110,Introduction to Law Enforcement,CJ,2221,Survey of Law Enforcement,3,No,no,
Troy University,Troy,5,CRJ,150,Introduction to Corrections,CJ,2231,Survey of Corrections,3,No,no,
Troy University,Troy,5,CRJ,160,Introduction to Security,Elective,,,,,,
Troy University,Troy,5,CUA,101,Orientation to the Hospitality Profession,None,,,,,,
Troy University,Troy,5,CUA,110,Basic Food Preparation,None,,,,,,
Troy University,Troy,5,CUA,111,Foundations in Nutrition,None,,,,,,
Troy University,Troy,5,DDT,104,Basic Computer Aided Drafting and Design,None,,,,,,
Troy University,Troy,5,DNC,110,Intro to Dance,Elective,,,,,,
Troy University,Troy,5,DNC,121,Elementary Ballet I,DAN,1135,Beginning Ballet for Non-Majors,1,No,no,
Troy University,Troy,5,DNC,143,Ballet Technique I,DAN,1115,Ballet Technique I,2,No,no,
Troy University,Troy,5,DNC,144,Ballet Technique II,DAN,1115,Ballet Technique I,2,No,no,
Troy University,Troy,5,DNC,243,Ballet Technique III,DAN,2215,Ballet Technique II,2,No,no,
Troy University,Troy,5,DNC,244,Ballet Technique IV,DAN,2215,Ballet Technique II,2,No,no,
Troy University,Troy,5,EET,121,AC Fundamentals,None,,,,,,
Troy University,Troy,5,EET,151,AC Theory,None,,,,,,
Troy University,Troy,5,EET,201,Electronic Circuits,None,,,,,,
Troy University,Troy,5,ELM,200,Electronic Circuits I,None,,,,,,
Troy University,Troy,5,ELM,205,Electronics I,None,,,,,,
Troy University,Troy,5,EMS,103,First Aid/CPR,Elective,,,,,,
Troy University,Troy,5,EMS,106,Medical Terminology,NSG,1105,Medical Terminology ,1,No,no,
Troy University,Troy,5,EMS,118,Emergency Medical Technician,Elective,,,,,,
Troy University,Troy,5,EMS,119,Emergency Medical Technician Clinical,Elective,,,,,,
Troy University,Troy,5,EMS,189,Applied Anatomy and Physiology for Paramedics,Elective,,,,,,
Troy University,Troy,5,EMS,242,Paramedic Patient Assessment,Elective,,,,,,
Troy University,Troy,5,ENG,130,Technical Report Writing,ENG,2260,Introduction to Technical and Professional Writing,3,No,no,
Troy University,Troy,5,ENG,131,Applied Writing I,Elective,,,,,,
Troy University,Troy,5,EVT,101,Introduction to Environmental Science and Tech,BIO,1120/L120,Survey of Environmental Sciences w/Lab,4,Yes,no,
Troy University,Troy,5,HEC,100,Principles of Basic Design,None,,,,,,
Troy University,Troy,5,HEC,131,Introduction of Clothing Construction I,None,,,,,,
Troy University,Troy,5,HEC,140,Principles of Nutrition,NSG,2204,Nutrition,2,No,no,
Troy University,Troy,5,HEC,221,Principles of Food Preperation  w/lab,None,,,,,,
Troy University,Troy,5,HEC,250,Management in Family Living,None,,,,,,
Troy University,Troy,5,HED,221,Personal Health,KHP,2240,Personal and Community Health,3,No,no,
Troy University,Troy,5,HED,222,Community Health,Elective,,,,,,
Troy University,Troy,5,HED,224,Personal and Community Health,KHP,2240,Personal and Community Health,3,No,no,
Troy University,Troy,5,HED,226,Wellness,Elective,,,,,,
Troy University,Troy,5,HED,230,Safety and First Aid,KHP,2202,First Aid and Safety and CPRO,2,No,no,
Troy University,Troy,5,HED,231,First Aid,KHP,2202,First Aid and Safety and CPRO,2,No,no,
Troy University,Troy,5,HIT,110,Medical Terminology,None,,,,,,
Troy University,Troy,5,HIT,117,Pathology and Pharmacology I for HIT,None,,,,,,
Troy University,Troy,5,HMM,105,Principles of Hospitality Management,Elective,,,,,,
Troy University,Troy,5,HMM,252,Hotel/Restaurant and Travel Law,Elective,,,,,,
Troy University,Troy,5,HOC,136,Residential Landscape Design,None,,,,,,
Troy University,Troy,5,HOC,170,Special Topics in Horticultural I,None,,,,,,
Troy University,Troy,5,HOC,230,Vegetable and Orchard Crops,None,,,,,,
Troy University,Troy,5,HPS,105,Medical Terminology,None,,,,,,
Troy University,Troy,5,MCM,100,Introduction to Mass Communication,COM,1101,Introduction to Communication,3,No,no,
Troy University,Troy,5,MCM,102,Writing for Mass Media,JRN,1102,Writing for the Mass Media,3,No,no,
Troy University,Troy,5,MCM,230,Survey of Advertising,Elective,,,,,,
Troy University,Troy,5,MET,201,Basic Computer Aided Drafting,None,,,,,,
Troy University,Troy,5,MTH,100,Intermediate College Algebra,None,,,,,,
Troy University,Troy,5,MTH,231,Math for the Elementary Teacher I,MTH,2251,Mathematical Concepts for K-6 Teachers I,3,No,no,
Troy University,Troy,5,MTH,232,Math for the Elementary Teacher II,MTH,2252,Mathematical Concepts for K-6 Teachers II,3,No,no,
Troy University,Troy,5,MTH,250,Discrete Math,Elective,,,,,,
Troy University,Troy,5,MTH,265,Elementary Statistics,STAT,2210,Introductory Statistics,3,No,no,
Troy University,Troy,5,MTH,270,Probability and  Statistics,Elective,,,,,,
Troy University,Troy,5,MUS,111,Music Theory I,MUS,1102,Music Theory I,3,No,no,
Troy University,Troy,5,MUS,112,Music Theory II,MUS,1103,Music Theory II,3,No,no,
Troy University,Troy,5,MUS,113,Music Theory Lab I (Aural Skills),MUS,1107,Aural Skills I,1,No,no,
Troy University,Troy,5,MUS,114,Music Theory Lab II (Aural Skills),MUS,1108,Aural Skills II,1,No,no,
Troy University,Troy,5,NUR,206,Advanced Nutrition Concepts,Elective,,,,,,
Troy University,Troy,5,ORI,101,Orientation to College,TROY,1101,The University Experience,1,No,no,
Troy University,Troy,5,PED,100,Fundamental of Fitness,Elective,,,,,,
Troy University,Troy,5,PED,103,Weight Training (Beginning),KHP,1142,Weight Training,1,No,no,
Troy University,Troy,5,PED,105,Personal Fitness,KHP,1139,Fitness for Life I,1,No,no,
Troy University,Troy,5,PED,106,Aerobics,Elective,,,,,,
Troy University,Troy,5,PED,107,Aerobics Dance (Beginning),Elective,,,,,,
Troy University,Troy,5,PED,109,Jogging,KHP,1141,Jogging,1,No,no,
Troy University,Troy,5,PED,140,Swimming (Beginning),KHP,1107,Swimming,1,No,no,
Troy University,Troy,5,PED,141,Swimming (Intermediate),KHP,1109,Intermediate Swimming,1,No,no,
Troy University,Troy,5,PED,200,Foundation of Physical Education,KHP,2250,Foundations of Health Science,1,No,no,
Troy University,Troy,5,PED,224,Principles of Nutrition,KHP,2211,Human Nutrition,3,No,no,
Troy University,Troy,5,PED,295,Practicum In Physical Education,Elective,,,,,,
Troy University,Troy,5,PHY,218,Modern Physics,Elective,,,,,,
Troy University,Troy,5,POL,220,State and Local Government,Elective,,,,,,
Troy University,Troy,5,POL,230,Comparative Government,Elective,,,,,,
Troy University,Troy,5,POL,236,Survey of International Affairs,Elective,,,,,,
Troy University,Troy,5,PST,115,Emergency Medical Dispatching,None,,,,,,
Troy University,Troy,5,PST,220,Technologies in Public Safety Communication & 911,None,,,,,,
Troy University,Troy,5,PST,221,Role in hostage Negotiations,None,,,,,,
Troy University,Troy,5,PST,222,Handling of Hazardous Materials Event,None,,,,,,
Troy University,Troy,5,PST,226,Advanced Public Safety Communications,None,,,,,,
Troy University,Troy,5,PST,227,Location Identification,None,,,,,,
Troy University,Troy,5,PSY,211,Child Growth and Development,Elective,,,,,,
Troy University,Troy,5,PSY,230,Abnormal Psychology,PSY,3304,Abnormal Psychology,3,No,no,
Troy University,Troy,5,PSY,260,Statistics for the Social Sciences,PSY,3301,Basic Statistics,3,No,no,
Troy University,Troy,5,SOC,247,Marriage and the Family,Elective,,,,,,
Troy University,Troy,5,SPH,228,Group Communication,Elective,,,,,,
Troy University,Troy,5,THR,113,Theatre Workshop I,THE,2245,Stagecraft Lab,1,No,no,
Troy University,Troy,5,THR,114,Theatre Workshop II,Elective,,,,,,
Troy University,Troy,5,THR,131,Acting Techniques I,THE,3301,Acting I,3,No,no,
Troy University,Troy,5,THR,241,Voice and Speech for the Performer,THE,2251,Voice and Diction,2,No,no,
Troy University,Troy,1,,,,ENG,1103,Honors Composition & Modern English I,3,No,yes,
Troy University,Troy,1,,,,ENG,1104,Honors Composition & Modern English II,3,No,yes,
Troy University,Troy,2,,,,ARB,1101,Introductory Arabic I,3,No,yes,
Troy University,Troy,2,,,,ARB,1102,Introductory Arabic II,3,No,yes,
Troy University,Troy,2,,,,ARB,2201,Intermediate Arabic I,3,No,yes,
Troy University,Troy,2,,,,ARB,2202,Intermediate Arabic II,3,No,yes,
Troy University,Troy,2,,,,CHI,1101,Introductory Chinese (Mandarin) I,3,No,yes,
Troy University,Troy,2,,,,CHI,1102,Introductory Chinese (Mandarin) II,3,No,yes,
Troy University,Troy,2,,,,CHI,2201,Intermediate Chinese (Mandarin) I,3,No,yes,
Troy University,Troy,2,,,,CHI,2202,Intermediate Chinese (Mandarin) II,3,No,yes,
Troy University,Troy,2,,,,CLA,2260,Classical Mythology,3,No,yes,
Troy University,Troy,2,,,,CLA,2290,Classical Literature in English Translation,3,No,yes,
Troy University,Troy,2,,,,ENG,2207,Honors World Literature before 1660,3,No,yes,
Troy University,Troy,2,,,,ENG,2208,Honors World Literature after 1660,3,No,yes,
Troy University,Troy,2,,,,GRK,1111,Introductory Greek I,3,No,yes,
Troy University,Troy,2,,,,GRK,1112,Introductory Greek II,3,No,yes,
Troy University,Troy,2,,,,KOR,1101,Introductory Korean I,3,No,yes,
Troy University,Troy,2,,,,KOR,1102,Introductory Korean II,3,No,yes,
Troy University,Troy,2,,,,KOR,2201,Intermediate Korean I,3,No,yes,
Troy University,Troy,2,,,,KOR,1101,Intermediate Korean II,3,No,yes,
Troy University,Troy,2,,,,LAT,1131,Introductory Latin I,3,No,yes,
Troy University,Troy,2,,,,LAT,1132,Introductory Latin II,3,No,yes,
Troy University,Troy,2,,,,LAT,2231,Intermediate Latin I,3,No,yes,
Troy University,Troy,2,,,,LAT,2232,Intermediate Latin II,3,No,yes,
Troy University,Troy,2,,,,MUS,1132,Honors Music Appreication,3,No,yes,
Troy University,Troy,2,,,,PER,1101,Introductory Persian (Farsi) I,3,No,yes,
Troy University,Troy,2,,,,PER,1102,Introductory Persian (Farsi) II,3,No,yes,
Troy University,Troy,2,,,,PER,2201,Intermediate Persian (Farsi) I,3,No,yes,
Troy University,Troy,2,,,,PER,2202,Intermediate Persian (Farsi) II,3,No,yes,
Troy University,Troy,2,,,,RUS,1101,Introductory Russian I,3,No,yes,
Troy University,Troy,2,,,,RUS,1102,Introductory Russian II,3,No,yes,
Troy University,Troy,2,,,,RUS,2201,Intermediate Russian I,3,No,yes,
Troy University,Troy,2,,,,RUS,2202,Intermediate Russian II,3,No,yes,
Troy University,Troy,4,,,,HIS,1103,Honors Western Civilization I,3,No,yes,
Troy University,Troy,4,,,,HIS,1104,Honors Western Civilization II,3,No,yes,
Troy University,Troy,4,,,,HIS,1113,Honors US to 1877,3,No,yes,
Troy University,Troy,4,,,,HIS,1114,Honors US Since 1877,3,No,yes,
Troy University,Troy,4,,,,POL,2240,Honors American National Government,3,No,yes,
Troy University,Troy,4,,,,POL,2260,World Politics,3,No,yes,
Troy University,Troy,4,,,,PSY,2201,Honors General Psychology,3,No,yes,
